,C,C_Test,Html,Html_test,Java,Java_test,PHP,PHP_test,InternetPenetration,InternetUsers,UploadSpeed,Download,FixedBroadbandSubscriptions,ChargesIntellProperty,GovernmentExpenditureOnEducation,GrossEnrolmentRatio,HighTechnologyExports,GINIindex,IncomeShareLow20,SurveyMeanIncome,Unemployment,UnemploymentTertiaryEducation,GDP_BM
MYS,-0.19772853076578398,-0.28112471346442236,-0.35037834719524746,-0.16627415524199438,-0.25320347517378733,-0.15349600572005206,-0.3181435890861652,-0.14064430126324007,0.7724036559633698,0.6938700235125388,-0.3390469923698757,-0.6398772555736838,-0.24997643850572823,-0.18200434589732029,0.8440122385708835,-0.45118343270943556,3.1646020949594296,0.9179325757423962,-1.1514116221238162,0.0,-1.1705944441758105,1.064861707308399,-0.2667897057506094
NAM,-0.3404532790978147,-0.4173439379738661,-0.6070089963797209,-0.17902372906370032,-0.523958176904719,-0.46836901807429404,-0.6456339910310305,-0.19668570517495956,-1.1069535192548634,-1.0452549480579758,-0.29170062619759435,-0.4590103328837002,-0.8819115490885113,-0.2185198093434847,2.0817053782304,-1.2854227487589935,-0.6162662849653017,2.879691719890392,-1.9456398120181082,0.0,1.824464731242276,-1.835263590415834,-0.475537264223672
NCL,-0.3271434916235472,-0.4173439379738661,-0.6457385601110255,-0.17902372906370032,-0.44315993877029786,-0.46836901807429404,-0.6321822661568542,-0.19668570517495956,0.7370108654696178,0.7986548903343693,-0.6382760265786938,-0.5290233352153068,0.676936838020756,-0.20876951637801175,0.0,2.9102958981374106e-16,0.36136295276506586,0.0,-1.0936687419869822e-15,0.0,0.0,-1.5935864802406592,0.9522828681352473
NER,-0.35509193560259256,-0.4173439379738661,-0.6457385601110255,-0.17902372906370032,-0.5608600574997262,-0.46836901807429404,-0.6836218472682413,-0.19668570517495956,-1.5387455632786382,-1.761736755253164,-0.8011475262113417,-1.0781878222538461,-1.0104574517797666,-0.22137890039291083,1.2193490391729112,-1.5973438820531185,4.516665728302454,-0.7184226043185081,0.8741781024903091,0.0,-0.6112761943731292,-3.7330851873527326e-16,-0.6538759037707355
NGA,-0.3453707149060779,-0.40774293274288304,-0.6125622032955855,-0.17839469812460768,-0.5354591638019995,-0.455773059683332,-0.6387773413486086,-0.19197507140882963,-0.2539872683554393,-0.1486905588214919,-0.434686652037884,-0.7186418831967414,-1.0135339326099646,-0.22030600993511815,-0.8186697217838086,-1.2413822314805136,-0.6705978834319903,0.4791706733462775,-0.6527102005622835,0.0,-0.1782555834703462,-3.7330851873527326e-16,-0.5600156276270226
NIC,-0.2953549245879224,-0.3686919569574173,-0.5100384439286625,-0.14077323269850478,-0.43332206933269635,-0.3832642551042621,-0.49466259772973603,-0.1655501472444483,-1.0503250544648601,-1.1380920000814116,-0.5956642970236405,-0.8054288340036286,-0.8780929754837898,-0.22129714815150922,-0.03434938556242416,2.9102958981374106e-16,-0.832540083169401,1.02328877722961,-0.9728641995894404,-1.033923067832479,-0.5751910932913098,0.09815336622070202,-0.582729732156321
NLD,0.26872398907697004,0.30514503103673896,0.15623212518922866,0.07035328166309192,0.505329608471422,0.7337993817414212,0.5282994214110975,0.09652298294411821,1.7280089992946748,1.4797492067836333,0.9819166238367738,2.089171231143732,2.058854779118351,2.1261288638053775,0.577459991883865,1.5477360856251148,1.0066177356990311,-1.51859628649988,1.5021724851974236,2.4985807896116135,-0.2865107147705438,-0.017431380987151177,1.1593433282646484
NOR,1.1927174799265197,-0.020057063142566563,0.314625719668531,-0.04515967367593238,2.1234383783091886,1.7654193846696462,1.3250631296841868,0.08662103195520206,1.766941068837802,1.6122174738212085,1.3597406258915787,1.3642449361685554,1.9122319688455671,-0.11463360663185027,1.5451935512203596,1.477372567490646,1.0874562978833462,-1.7973234524597246,1.7669152151621887,3.9717176286766884,-0.917999080674021,0.7811539092305555,2.4041750134464124
NPL,-0.1489015100601979,-0.13732637475226633,0.07839700570449046,-0.07302481762071623,-0.13880099057560485,-0.17810391320776175,0.17613690149485065,-0.05597942163148822,-1.1281891935511146,-1.213806060802749,-0.2831782802865837,-0.6427944640041675,-0.9470328695300427,0.0,0.08760427952181955,-1.0190924036024465,-0.810237775210501,-0.8717892267366042,1.1635480631494701,0.0,-1.0442967623347033,-3.7330851873527326e-16,-0.6385274237174234
NZL,0.32201350494927483,1.0245802157157158,0.8106460175729956,0.07862398119787171,0.49616112492271097,-0.06709492902203026,0.6416734391828698,-0.04568521370461442,1.3316097457646519,1.3059114052785568,0.18649767214244728,0.642235849623862,1.3207002124321725,-0.048153118219046415,1.0353595545323413,1.645294726591142,0.037351759225137976,0.0,-1.0936687419869822e-15,0.0,-0.5210635706726324,0.7391231465130579,0.8856630579306567
OMN,-0.30359471084468237,-0.4173439379738661,-0.5202264826672652,-0.17060021914013965,-0.4666879795251449,-0.4121438013940233,-0.5798917401025814,-0.19668570517495956,0.7547072607164937,0.8048047301666269,-0.6032397156112056,-0.04476673575502783,-0.6743289831348288,0.0,0.24837271780597256,-0.49717072753763436,-0.4610556544302697,0.0,-1.0936687419869822e-15,0.0,-0.23238319215186645,-1.4990171643031331,-0.024793965285385494
PAK,0.11801192622810598,0.17696213667453783,0.5772207632921629,-0.028357853598076677,0.1332016410756926,-0.18200582679314306,0.5665060439414114,-0.09718291950830127,-1.2131318907361195,-1.19888271081755,-0.6695246282523994,-0.8914864827028951,-0.9324241276231292,-0.2207511337139812,-1.1462589778440362,-1.243433849892099,-0.7356834858673046,-1.1585181295182625,1.705347138426196,-1.4858273638741812,-0.5932336869538535,0.9808001818734039,-0.6098467518751753
PAN,-0.2722797182630029,-0.3423612441703231,-0.48539655751460087,-0.1593731061453147,-0.371794991287287,-0.33720510403909887,-0.4268267332033251,-0.1678939323401025,-0.08056259493605436,-0.014471836599364766,-0.5606279860561524,-0.6398772555736838,-0.41896185182967777,-0.2003484807827527,-0.6926117144593039,-0.08085514692374965,-0.8688636455403795,1.5100611005566118,-1.8840717352821164,-0.03581948484273555,-0.7556163406923032,0.8231846719480531,-0.1228102641781186
PER,-0.3196079661361328,-0.37967675501220044,-0.5932079026747996,-0.1740880326649753,-0.4756998027603844,-0.41071567006282494,-0.589037529670884,-0.18101701756467214,-0.21151591976293677,-0.3820580796687335,-0.7149771397777895,-0.7237469979500877,-0.5813606883661917,-0.2141091153291564,-0.4900817866793388,-0.008217165978673504,-0.4224304892629455,0.6352045413716452,-1.1452548144502166,-0.6389515964889442,-0.773658934354847,0.854707694074598,-0.4167768633761393
PHL,0.104300433125719,-0.2798092994189528,0.7632860590605898,-0.10310223905231697,0.17749734569607623,-0.22010755452380523,0.5579718331353877,-0.14949343144590324,-0.2893800588491913,-0.38919191924208546,-0.6818346834571926,-0.8652316068285427,-0.7958409248659347,-0.21689691935264827,-0.62865001243931,-0.20315882856797168,4.131791108115548,0.4885060329717269,-0.31408577851432956,-1.2643230927828744,-0.25042569957114214,2.378324290019656,-0.5493581039438916
PLW,-0.3554560797923818,-0.4173439379738661,0.0011774468904678813,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956,0.0,2.5344489434616367e-16,0.0,-1.295500786861407e-16,-0.617654501086857,0.0,1.6028453356549088,0.8662939909629679,1.0328598207242536,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,-0.07816388118121875
PNG,-0.3535159461609206,-0.4173439379738661,-0.6439498338721084,-0.17902372906370032,-0.5575630304621696,-0.46836901807429404,-0.6825066364862848,-0.19668570517495956,-1.3688601689086286,-1.5591416092718313,-0.44320899794889457,-0.787925583420727,-1.000891239565268,0.0,1.5550097491916615,2.9102958981374106e-16,-0.5435680382186098,0.6005303484771194,-1.0405890839990308,0.0,-1.0803818204753137,-3.7330851873527326e-16,-0.5772158009843535
POL,-0.061486892226374705,0.09435168587305574,-0.14693184063159742,-0.024606181396758114,-0.04149379036474051,0.36568891893414945,-0.03135639066762564,0.07024969097487377,0.6237539358896111,0.5844701749268769,-0.1117844347429252,0.4803307817320216,0.4122692670792272,-0.15620921302431498,0.141228382539095,1.2470013409537224,-0.04176444055115854,-0.9731445598129119,0.9603734099206978,0.10829172767450024,0.1284673026501204,-0.26961615693844987,-0.15453594278697552
PRI,-0.25298639157321784,-0.4173439379738661,-0.44545582692165053,-0.17902372906370032,-0.4244248670272101,-0.46836901807429404,-0.5183265386719716,-0.17587650852826006,1.0166139103702592,0.9936589672058831,-0.5682034046437173,-0.11040392544090905,0.23457610894175537,0.0,1.0023005938265062,1.8276798902225013,0.0,0.0,-1.0936687419869822e-15,0.0,1.0486361331372067,-3.7330851873527326e-16,0.4885777160688287
PRT,0.23164726341128977,0.33762194067718493,0.21680944019545026,-0.08009723455492453,0.41086359678430534,0.7760693642277828,0.3396928737402556,-0.07403952272768377,0.5989789825439849,0.6071522178503502,-0.23677884143774797,0.9434376200712945,0.9203915265760761,-0.16620484651978443,0.31032088776007766,1.0196265870183385,-0.43683894800557754,-0.4450299295732066,0.012225028186426342,0.3547041095712551,1.0305935398355133,-0.2380931348119049,0.12223048305371416
PRY,-0.32629405883432205,-0.4173439379738661,-0.5878297647066003,-0.17319406720981206,-0.4583775442381022,-0.390545404673262,-0.5913961549383838,-0.19099135477592463,-0.2929193378985666,-0.2578723102369494,-0.4621475444178072,-0.8652316068285427,-0.8125011975998374,-0.21917777033367028,0.2235056958597085,-0.23070284765278448,-0.3335754158859339,1.6394225125092667,-1.5885449669493565,-0.20928668509496362,-0.7195313256733268,0.09815336622070202,-0.49746954269127347
PYF,-0.2762566342603979,-0.4173439379738661,-0.5970593955993695,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.6357027570120177,-0.19668570517495956,0.4113971929270989,0.46188262347307346,0.0,-1.295500786861407e-16,0.3254560566454747,-0.21248994598463614,0.0,2.9102958981374106e-16,0.5275750225476622,0.0,-1.0936687419869822e-15,0.0,0.0,-1.5620633832992852,0.0
QAT,-0.1250109557292552,-0.025597976304288533,-0.2208160358498799,-0.14480226646092703,-0.27236212882442673,-0.3541583656637864,-0.35104067617036583,-0.17997212882360528,1.420091721999032,1.4721989810455238,-0.1742816380903366,0.07119229935669559,-0.26768841550324507,0.0,-0.5524029243713231,-1.0191378711177417,-0.8642901278084805,0.0,-1.0936687419869822e-15,0.0,-1.4773173625923965,2.1261397147654395,2.397467768811855
ROU,0.49066621396419213,0.5711344453730011,1.286360275983508,0.16502615815102975,0.7474349471780137,0.8689830051522621,1.389005491491186,0.35683179121102604,0.16364765947083465,0.14810034206450176,2.1958774524940674,3.438380130242401,0.3844431977494817,-0.18416081263637765,-0.886785131874139,0.5120849100723515,-0.16195712321148806,-1.5906119178962035,1.5083292928710237,-1.0303647662888435,-0.26846820717084297,-0.3221546602469001,-0.2993795079013418
RUS,0.13788092776164482,1.1971979250152485,0.27537818222977145,0.06178351871849955,0.11850944465978061,1.1681615995990313,0.2915533901642623,0.1973910573313739,0.5742040291983583,0.7775475429796517,1.5292406167883459,0.761112093166069,0.3057376911523545,-0.17467271164397716,-0.22005104019729738,1.553974336199434,0.21028424335179496,0.2951307264445627,-0.3263993938615276,0.3547041095712551,-0.6112761943731292,1.9159857015316384,-0.28999759516097945
RWA,-0.3516471933004634,-0.4173439379738661,-0.6387152756334299,-0.17902372906370032,-0.5483413126716111,-0.46836901807429404,-0.6702714214991696,-0.19668570517495956,-1.290996029822374,-1.19888271081755,-0.24151347805497608,-0.3919145389825772,-1.0123815316953921,-0.22140072549589407,0.2591161669334459,-1.3591825322261044,0.25245330666755583,1.475386907662085,-0.7635327386870683,-1.6379447548645965,-1.4231897862069955,-1.1207399504646067,-0.6399676296205492
SAU,-0.28860314038962737,-0.3615174004871916,-0.5328478034496988,-0.17414693135377207,-0.4615124231319185,-0.41954156910942314,-0.5793808955190902,-0.19311300298347314,0.5423505177539816,0.6422270170700192,-0.47635145426949155,-0.34596850620246034,-0.23606029263495792,0.0,0.3193963837392359,0.8355019444157147,-0.81459449940939,0.0,-1.0936687419869822e-15,0.0,-0.5210635706726324,3.27147884626331,0.17416019304642164
SEN,-0.34916571386216194,-0.4173439379738661,-0.6341396244404962,-0.1765087658339986,-0.5403639261103631,-0.46836901807429404,-0.6620275910113406,-0.19422911640025076,-0.8592039857985992,-1.067253949383971,-0.4829799455336109,-0.6785302672775917,-0.9606506698987956,0.0,0.572993540643482,-1.3649081615503222,-0.5338988059604779,0.1217597619719316,-0.22789047108394145,-1.5979138624986977,0.27280753503213756,-1.6986634868575596,-0.6311617992414371
SGP,0.5582465156493001,0.26548656038749147,0.6288455509674404,-0.05513626586350105,1.2362952675729177,1.2314184571342839,0.7853543892252774,0.07222969215219464,0.9847603989258821,1.0876198800354009,6.631285035513383,6.00114773642225,0.9994123525342955,2.782491625663182,-0.9057096621208238,2.9102958981374106e-16,3.5775054519122116,0.0,-1.0936687419869822e-15,0.0,-0.9901691967748171,3.187417320828315,1.5056922735963587
SLE,-0.3554560797923818,-0.4173439379738661,-0.639408557390123,-0.17902372906370032,-0.5592279404815618,-0.46836901807429404,-0.6800798490892487,-0.19668570517495956,-1.5387455632786382,-1.7517552777523382,0.0,-1.295500786861407e-16,-1.3388110162319475e-16,-0.2213277118751381,-0.9849142785831223,2.9102958981374106e-16,-0.8663356384554495,-0.7184226043185081,0.9111189485319043,0.0,-0.9360416312149308,-3.7330851873527326e-16,-0.6400910758408171
SLV,-0.24009215622707383,-0.17394092008509573,-0.46243562776488184,-0.1598872292613915,-0.32027635059881,-0.46836901807429404,-0.37935112926524267,-0.16553182981118,-0.7813398467123446,-0.8808891248747043,-0.5009715646790779,-0.7332279253491594,-0.6376785019358716,-0.21205810886244372,-0.6245402600346092,-0.4857895057705353,-0.4556635453065915,0.32847129653545315,-0.43722193198631293,-0.9930026000806712,-0.41280843955285995,-1.9508483026330439,-0.4951240645061829
SMR,-0.11935745110269944,-0.4173439379738661,-0.6457385601110255,-0.17902372906370032,-0.06769497115492414,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956,0.1990404499645867,-0.07173605822791669,0.0,-1.295500786861407e-16,1.7730753344665822,0.0,-1.1917625694411123,0.7837702119125861,0.0,0.0,-1.0936687419869822e-15,0.0,0.0,0.39236890488949827,1.3729464380682492
SOM,-0.35000913165858477,-0.4173439379738661,-0.6356948199366899,-0.17902372906370032,-0.5559242538771512,-0.46836901807429404,-0.6730137111503354,-0.19668570517495956,-1.5458241213773887,-1.7781504841737412,0.0,-1.295500786861407e-16,-0.9653741463308305,0.0,-1.79886969313605,2.9102958981374106e-16,0.0,0.0,-1.0936687419869822e-15,0.0,-0.2865107147705438,-3.7330851873527326e-16,-0.645934196933499
SRB,-0.3554560797923818,1.3821266599145694,3.2779854140447644,0.41268206548427383,1.605132453563256,1.4618455276019262,2.728056106075768,0.4508165314866298,0.2238154033102132,0.48887763064158474,-0.5871419511126299,-0.23438528373646234,0.15903224927080215,-0.19486860698723257,-0.07085989729894868,0.7102889750152401,-0.5266213586956285,-1.375898646510869,1.3174682549894494,-0.7492589443416431,2.4739956904474467,-0.10149290642214638,-0.4570203311834831
STP,-0.3554560797923818,-0.4173439379738661,-0.5741847709463731,-0.17902372906370032,-0.48043988534274534,-0.46836901807429404,-0.612870358452408,-0.19668570517495956,-0.7848791257617199,-0.9198693706073197,0.0,-1.295500786861407e-16,-0.9723021827891041,-0.22132178881019315,-0.37245184819821137,-1.2680894006061918,-0.7962969710486877,-1.1411810330709997,1.2004889091910655,0.0,0.0,-3.7330851873527326e-16,-0.5956504365443638
SUR,-0.3554560797923818,-0.4173439379738661,-0.3663376146771505,-0.10742718751182267,-0.5039860827280381,-0.46836901807429404,-0.4814664775092413,-0.19668570517495956,-0.27522294265169056,-0.3155768377943484,-0.6411168085490306,-0.8222027824789093,-0.3712620464140934,-0.20000803680832122,0.0,2.9102958981374106e-16,1.0864894728166676,2.431594457868824,-1.0936687419869822e-15,0.0,-0.5210635706726324,-1.8142481966579984,-0.29695173223607263
SVK,-0.09981604282794457,0.07863969797688757,-0.14105459767256523,-0.11403281513525323,-0.13435659465527258,-0.034567876859381313,-0.08848347208675732,-0.10498887741939178,1.1581850723452671,1.1916495971227306,0.33989989854063873,0.6429651517314828,0.6318862691204257,-0.11731251511631503,-0.2472006072288294,0.5001107375617024,0.07518055422708585,-1.7679837507797407,1.3482522933574446,0.6117913960989163,0.8682108857362133,-0.8895705558720569,-0.01129717853609227
SVN,0.3444327882238166,0.16102057584938054,0.9808789850097633,0.04833319772232978,0.7500509290347771,0.6698019380007458,1.1741431099685589,0.2659804977835962,0.9741425617777565,0.766443721683729,-0.1117844347429252,0.500751240745407,1.0040625916467845,-0.1229923348937567,0.6068044538497461,1.728993470316921,-0.26208949136969234,-1.8386657593724285,1.8469537149189772,1.0539103628956208,0.18259491133164082,0.12967638834724696,0.18366555200705192
SWE,0.6843353128945419,0.3115619872665362,0.24655088495661245,0.004040447484432375,1.1779624345145863,1.3113784499714234,0.7503184740287844,0.036551381665453846,1.7563232316896764,1.3910648801275067,1.7991149039703498,2.469866931321843,1.5536308091486488,0.10539396485862387,1.734993791702476,0.8863507339629835,0.4742493301666294,-1.6079490143434665,1.3975067547462379,2.6097777128502213,-0.08804295976984945,0.16119961012010495,1.3997754166064784
SWZ,-0.32074908545532793,-0.4173439379738661,-0.6030739309875742,-0.17902372906370032,-0.5132163336015094,-0.46836901807429404,-0.6417061896898245,-0.19668570517495956,-0.7247113819223414,-0.7572017108511435,-0.6562676457241606,-0.9636873913573645,-0.9838776117722806,-0.17874826179585154,2.239367891040785,-1.4493070014678673,-0.8580097998977826,1.610082810829283,-1.496192851845369,0.0,2.4920379409411693,-3.7330851873527326e-16,-0.5391532164017431
SYC,-0.3554560797923818,-0.4173439379738661,-0.21566803057238174,0.22506365020416336,-0.39897510473354697,-0.46836901807429404,-0.2550154327131666,-0.19668570517495956,0.18488333376708593,0.23211905096350555,0.0,-1.295500786861407e-16,-0.05886698047522817,-0.19654858303004447,-0.5208527087333362,-1.4025926971750886,-0.5531318426094027,0.9926154527459912,-0.6219261621942878,0.0,0.0,-3.7330851873527326e-16,-0.011173732315824345
TGO,-0.3484126444424339,-0.4173439379738661,-0.6420278355599602,-0.17902372906370032,-0.5468867382854846,-0.46836901807429404,-0.6731804368865195,-0.19668570517495956,-1.4396457498961326,-1.5869635836079046,-0.6695246282523994,-0.966604599787848,-1.0006082741829863,-0.22141876897263468,0.15487446280405665,-1.2531660583309798,-0.8301660744410257,0.885925628455142,-0.9851778149366385,-1.6379447548645965,-0.2865107147705438,-3.7330851873527326e-16,-0.6460987918938562
THA,-0.32103056319096995,-0.37343692893154723,-0.5642990407474465,-0.16694173958275424,-0.504191576445896,-0.44532763862471275,-0.583852041853329,-0.17870238142988673,-0.5760616618485829,-0.4385535683755445,-0.008569356487351886,0.4095884772927942,-0.40428214096474685,-0.17234195981532296,-0.2359631821043266,0.48298421880460524,1.0565267372338734,-0.20364420211515918,0.307751796519186,-0.5651168394585085,-1.3690622206471093,1.2960312017241056,-0.42932722910337845
TJK,-0.33892406899418903,-0.348317435808537,-0.6072328132559245,-0.16997888335541553,-0.5270362945112097,-0.37781025924548756,-0.6426545060490705,-0.19226825182805182,-1.032628659217984,-1.1639268969081245,0.8048412143524415,0.13901739536543947,-1.0087311072380776,-0.22146148363920926,-0.29502494263509355,-0.6651086676439748,3.0650957282938016,-1.1491827698928132,1.4529180238086303,0.0,0.43519018913143753,-1.4780017829443841,-0.6305445681400975
TKM,-0.3540690952756625,-0.4173439379738661,-0.6303936234359012,-0.17902372906370032,-0.5558186164190264,-0.46836901807429404,-0.6638699138879177,-0.18964410238895058,-1.2591425183779972,-1.3060053440014074,0.0,-1.295500786861407e-16,-1.0109321792919872,0.0,-0.8265929569897963,-1.3405385201960784,-0.4022232254665306,0.18577365654644185,-0.17863600969514806,0.0,0.3630201587326343,-3.7330851873527326e-16,-0.38258226036192383
TON,-0.3554560797923818,-0.4173439379738661,-0.5156413702014455,0.18768797687721095,-0.5616218603440593,-0.46836901807429404,-0.5544350276384428,0.1615143073459437,-0.3601656398366954,-0.2358315313629528,0.0,-1.295500786861407e-16,-0.8859507001067475,0.0,-0.36049020452476543,2.9102958981374106e-16,-0.6451008281218701,-0.1703036320242687,0.09226352794321542,0.0,0.0,-1.8667866999664486,-0.5063165218104748
TTO,-0.17861211444426056,-0.4173439379738661,-0.2075601742662863,-0.17902372906370032,-0.30727162009210046,-0.46836901807429404,-0.28760807990843706,-0.11251490987013212,0.6591467263833632,0.6273256678460645,-0.43658050668477527,-0.2584522532879521,0.3692195510192007,0.0,-0.778664095670186,2.9102958981374106e-16,-0.8594734563490583,0.1190925163646609,-0.5726717008054945,0.0,-0.8097439493738235,-1.4149555890616363,0.1725965409230279
TUN,0.5165716094663403,0.056124265494112265,0.7885771774609379,-0.034262287479517727,1.527668012112765,0.7739565245840287,1.3820454993058884,-0.09905140225235567,-0.04870908349167758,-0.11026464202916035,-0.6344883172849113,-0.8564799815370918,-0.6760784332038828,-0.2199920573031479,0.923233076747332,-0.25106661270395947,-0.4032337540595818,-0.4757032540568254,0.1846156430472031,0.0,0.8682108857362133,1.2855234611331527,-0.5093203798369944
TUR,-0.2697168681674209,-0.31212286357886576,-0.5363813381567731,-0.16819063094783615,-0.43774786959616147,-0.3631926867384712,-0.5596178182764557,-0.17600338442319272,0.03977289274270252,0.07611202287033814,-0.4886615094742847,-0.236573190059325,-0.1330416246588316,-0.2142292316932585,-0.9290787966395992,1.56743237052929,-0.6653797994465654,0.10708991113193986,-0.3633402399031229,-0.36585195301492324,0.1284673026501204,0.24526113555510015,-0.29296030444740967
TZA,-0.3536781317567997,-0.4173439379738661,-0.6394339540386941,-0.1783128841310074,-0.555041150336577,-0.46836901807429404,-0.6754819057443305,-0.19529701433446403,-1.443185028945508,-1.6499145791954155,-0.40249112304073265,-0.7222883937348458,-1.0016364402294813,-0.22144571910019645,-0.5894564690178551,-1.518181628496288,-0.6110075602145152,-0.21297956174060856,0.5786513341575494,-1.641503056408232,-0.9721266891751162,-1.6776480804904832,-0.6340833597877781
UGA,-0.34273503149178747,-0.40992353147518434,-0.6153829552106994,-0.17902372906370032,-0.5267902782759037,-0.4553888258942539,-0.6316121281900031,-0.19478618504721715,-1.0255501011192338,-1.155327066500052,-0.4469967072426772,-0.7755274475911716,-0.9921960045428623,-0.22120062300431967,-1.2920645029357998,2.9102958981374106e-16,-0.6387117104688698,0.21778060383369602,-0.04318624087596605,-1.5774536286227938,-0.845829007514434,-3.7330851873527326e-16,-0.6408317531624247
UKR,1.0563748296537452,3.900747733870662,3.665360584970022,0.9763355051005558,2.0054510359331634,4.041414266108814,3.120741106549075,1.1704382269214508,-0.11949466447918165,-0.0838635855026154,1.1807713617603552,0.6378600369781364,-0.31376083367708835,-0.21119750691431233,1.161011497191088,1.7035417322852684,-0.25520982853127155,-2.0387091799177717,2.4749480976260916,-0.7554859720430049,-0.1421705684513697,2.987770847488384,-0.5861450775837336
URY,0.1921045821468817,0.538305716999187,0.21045177568978446,-0.07656857088341273,0.6205514282591695,0.5194393854226502,0.18241130026831368,-0.06324959059830003,0.4574078205689767,0.46330190977349117,-0.22068107693917233,0.6524460791305544,0.8382368088439076,-0.20958712866319873,-0.10998209678316051,2.9102958981374106e-16,-0.12161338987872454,0.29646434924819803,-0.7635327386870683,0.3555936849571641,-0.26846820717084297,-0.2591084163474972,-0.027509782131279862
USA,0.09721185081892146,0.07469686984240746,0.4792606396729877,-0.08539693131956559,0.22061286207824665,-0.0032975041662233026,0.2060785875902529,-0.09885157946767494,1.3811596524559049,0.8182104285477587,0.08328259388687381,1.2220310251824793,1.2710363906883015,-0.11110530025627831,0.3666281058644125,1.8820782612871063,0.9223828693482018,0.2244487178518747,-0.8189440077494612,0.0,-0.41280843955285995,-0.02793912157810384,1.6289738989039273
UZB,-0.32209653587194825,-0.2692216685753908,-0.5663233592325264,-0.16349644014891326,-0.5012071774087676,-0.41654826795601996,-0.6004414587066601,-0.18531053966946762,-0.24690871025668878,-0.31428660372188855,-0.5009715646790779,-0.8834641595190652,-0.8033335362119765,0.0,0.0,-1.3016379272691352,0.0,-0.5477188854531487,0.6094353725255451,0.0,0.3810627520343278,-3.7330851873527326e-16,-0.5809191875923914
VCT,-0.2868745487271573,-0.4173439379738661,-0.13990295305414047,-0.17902372906370032,-0.41814681145083926,-0.46836901807429404,-0.3056156771525628,-0.19668570517495956,0.24151179855708924,0.005666101142953751,0.0,-1.295500786861407e-16,-0.00010808717346211201,-0.195483160286605,0.2905456360413333,2.9102958981374106e-16,-0.863399961953607,0.0,-1.0936687419869822e-15,0.0,0.0,-1.9403406017612,-0.3877258528730874
VEN,-0.1972601321822551,-0.3508922934173753,-0.34168132221945396,-0.15787706337501428,-0.1926182735557727,-0.25249301202218594,-0.20372009232646637,-0.16266433233283367,0.3441508909889701,0.3658981795706671,-0.7632704332735165,-0.959311578711639,-0.42786962932011524,-0.210654918829477,1.272408262311886,1.4854182640249873,-0.7623865219847616,1.0086189263896181,-2.0010510810805004,0.0,0.020212257412765767,1.7793852713940281,-0.17749693975680975
VGB,0.13662462644844767,-0.4173439379738661,-0.19205967093060458,-0.17902372906370032,-0.046896523362700525,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956,0.0,2.5344489434616367e-16,0.0,-1.295500786861407e-16,0.6727629721639948,0.0,-0.1079572670209403,0.8918235387862403,0.0,0.0,-1.0936687419869822e-15,0.0,0.0,-0.9736321812352855,0.0
VIR,0.14074707111536638,-0.4173439379738661,-0.253613171867849,-0.17902372906370032,0.4764531174477178,-0.46836901807429404,0.48991253754336983,-0.19668570517495956,0.0043801022489504795,0.11513976677690875,0.0,-1.295500786861407e-16,-0.37196676401893125,0.0,0.0,2.9102958981374106e-16,0.0,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,0.0
VNM,-0.2289404411150647,-0.2779462716846338,-0.39507522145906504,-0.15577623487125608,-0.3178331826081894,-0.2494652399243821,-0.3849921424819501,-0.15491938912942266,-0.04516980444230232,0.039551839116376115,0.6912099355389664,0.16016715648644556,-0.5255330357892672,0.0,0.9587943597692159,-0.4192405613591273,1.6690862702564595,-0.23831839500968502,0.09842033561681446,-1.1460095664569956,-1.1164668786159242,-3.7330851873527326e-16,-0.5817833111342668
VUT,-0.29967650210939695,-0.4173439379738661,-0.5943120023835948,-0.17902372906370032,-0.5032754111542754,-0.46836901807429404,-0.5816288100840197,-0.19668570517495956,-1.1989747745386188,-1.0436715998552017,0.2897127503980206,0.0019085991327099465,-0.8808818912006999,-0.220808511753122,0.1948527472854202,2.9102958981374106e-16,4.217106379904773,-0.2916633071551106,0.16614522002640547,0.0,0.0,-3.7330851873527326e-16,-0.5444202551331746
WSM,-0.04522639236020214,-0.4173439379738661,-0.288214229662569,0.02253075074676388,0.16851635972718237,-0.46836901807429404,-0.18468197396089378,0.00019052217783070184,-1.0574036125636106,-0.9346806137303915,0.0,-1.295500786861407e-16,-0.9347955215435257,-0.2133909683208104,0.32290785042066006,2.9102958981374106e-16,-0.7114684390821252,0.44182923484448,-0.06781347157036273,0.0,0.0,-3.7330851873527326e-16,-0.5038475974051163
YEM,-0.34941647929605024,-0.4173439379738661,-0.635108222547781,-0.17616998771171036,-0.5547300077983002,-0.46836901807429404,-0.6762077070821667,-0.19529195339194594,-0.891057497242976,-0.9456487269260341,0.0,-1.295500786861407e-16,-0.9115682115709707,-0.22131262515488795,0.00268205093546281,-1.2590240080039627,-0.7549596628715312,0.0,-1.0936687419869822e-15,0.0,1.6079542972378953,-3.7330851873527326e-16,-0.6135089897431237
